code,Schooling_profile,First_Name,Surname,Gender,Age,Civil_Status,degree,Skill_experience,performance,Language,Religious_affiliation,Interest_Hobbies,Network,school1
1051,"Ahmadu Bello University, Zaira",Mayowa,William,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1052,Covenant University,Kaka,Sawaba,female,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1053,"Willfield College after a four-year program in Chichester, USA",Kaka,George,male,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,1
1054,"University of Nigeria, Nsukka",Auta,William,male,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1055,"University of Nigeria, Nsukka",Opeyemi,George,female,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1056,University of Ibadan,Opeyemi,Edward,male,31-40,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1057,"Ahmadu Bello University, Zaira",Auta,William,male,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1058,"Belington College after a three-year degree program in Worcester, UK",Amadi,Sawaba,female,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,1
1059,"University of Nigeria, Nsukka",Kaka,William,female,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1060,"Willfield College after a four-year program in Chichester, USA",Mayowa,George,male,26-30,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,1
1061,"Belington College after a three-year degree program in Worcester, UK",Olisa,Sawaba,male,31-40,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,1
1062,"Willfield College after a four-year program in Chichester, USA",Yalwa,Edward,female,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,1
1063,Covenant University,Olisa,George,male,26-30,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1064,"Ahmadu Bello University, Zaira",Yalwa,George,female,26-30,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1065,"Belington College after a three-year degree program in Worcester, UK",Olisa,Benedict,female,20-25,single,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,1
1066,"Belington College after a three-year degree program in Worcester, UK",Amadi,Benedict,female,20-25,single,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,1
1067,"Belington College after a three-year degree program in Worcester, UK",Opeyemi,Edward,female,20-25,single,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,1
1068,University of Ibadan,Amadi,Edward,female,20-25,single,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1069,"University of Nigeria, Nsukka",Olisa,Benedict,female,26-30,single,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1070,"Ahmadu Bello University, Zaira",Kaka,George,male,31-40,single,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1071,"University of Nigeria, Nsukka",Opeyemi,Benedict,male,20-25,married,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1072,Covenant University,Opeyemi,George,female,20-25,married,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
1073,"Ahmadu Bello University, Zaira",Auta,Edward,male,26-30,married,Masters',has no significant work experience; and has little practical experience in,average,speaks english and pidgin fluently,prefers to spend weekends alone,playing football,not a member of,0
